height (cm),weight (kg),Age,en_guncel_kayit,matches_played,position_confidence,overall_rating,potential,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,gk_score,defense_score,attack_score,midfield_score,goals,assists,yellow_cards,red_cards,buildUpPlaySpeed,buildUpPlayDribbling,buildUpPlayPassing,chanceCreationPassing,chanceCreationCrossing,chanceCreationShooting,defencePressure,defenceAggression,defenceTeamWidth,position_CAM,position_CB,position_CM,position_GK,position_LAM,position_LB,position_LCB,position_LCM,position_LF,position_LM,position_LST,position_LW,position_LWB,position_RAM,position_RB,position_RCB,position_RCM,position_RF,position_RM,position_RST,position_RW,position_RWB,position_SS,position_ST,buildUpPlaySpeedClass_Balanced,buildUpPlaySpeedClass_Fast,buildUpPlaySpeedClass_Slow,buildUpPlayDribblingClass_Little,buildUpPlayDribblingClass_Lots,buildUpPlayDribblingClass_Normal,buildUpPlayPassingClass_Long,buildUpPlayPassingClass_Mixed,buildUpPlayPassingClass_Short,buildUpPlayPositioningClass_Free Form,buildUpPlayPositioningClass_Organised,chanceCreationPassingClass_Normal,chanceCreationPassingClass_Risky,chanceCreationPassingClass_Safe,chanceCreationCrossingClass_Little,chanceCreationCrossingClass_Lots,chanceCreationCrossingClass_Normal,chanceCreationShootingClass_Little,chanceCreationShootingClass_Lots,chanceCreationShootingClass_Normal,chanceCreationPositioningClass_Free Form,chanceCreationPositioningClass_Organised,defencePressureClass_Deep,defencePressureClass_High,defencePressureClass_Medium,defenceAggressionClass_Contain,defenceAggressionClass_Double,defenceAggressionClass_Press,defenceTeamWidthClass_Narrow,defenceTeamWidthClass_Normal,defenceTeamWidthClass_Wide,defenceDefenderLineClass_Cover,defenceDefenderLineClass_Offside Trap,Age_Squared,Is_Over_30,Gelisim_Farki,Age_Group_U21,Age_Group_Peak_22_27,Age_Group_Deneyimli_28_32,Age_Group_Veteran_33_Plus,Age_Decay_Factor,Age_Decay_Adjusted_Rating
191,82,32,2016,19,2,79.0,79.0,68,85.0,88,76,82,69.0,66,49,59,71.0,64,68,48,83,45,83,79,86,80,73,77,44,84,75,79,26,50,41,6,7,5,11,12,8,40,83,70,5,3,1,0,73,29,55,77,54,61,61,72,50,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1024,1,0.0,0,0,1,0,0.8,63.2
175,74,31,2015,30,2,59.0,59.0,64,51.0,55,60,51,60.0,50,60,64,52.0,51,57,72,49,71,64,72,73,61,57,45,64,61,51,61,60,55,60,8,12,14,11,8,11,60,57,57,0,0,5,1,52,46,48,39,39,37,40,36,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,961,1,0.0,0,0,1,0,0.84,49.559999999999995
178,73,29,2015,5,2,62.0,62.0,51,64.0,61,68,61,61.0,41,33,45,62.0,61,71,52,55,62,72,56,72,65,48,61,25,63,57,67,25,21,25,12,9,10,10,7,10,24,65,58,0,0,0,0,41,40,59,41,44,54,52,47,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,841,0,0.0,0,0,1,0,0.92,57.04
180,78,29,2016,14,2,77.0,77.0,79,70.0,61,77,73,83.0,84,77,71,83.0,84,87,80,68,78,77,66,69,76,79,64,40,74,73,78,24,31,24,9,14,7,12,9,10,30,73,76,4,2,1,0,64,52,68,66,45,23,27,47,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,841,0,0.0,0,0,1,0,0.92,70.84
175,65,29,2015,2,0,69.0,69.0,73,64.0,51,70,66,74.0,75,70,66,75.0,71,74,81,57,70,65,53,55,57,66,58,43,61,65,77,44,42,33,15,15,14,5,12,12,41,64,69,0,0,0,0,62,45,52,42,50,62,45,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,841,0,0.0,0,0,1,0,0.92,63.48
180,75,28,2016,18,4,74.0,75.0,75,48.0,60,66,54,70.0,64,52,62,71.0,79,79,75,72,70,73,76,79,74,58,74,74,62,54,50,77,77,76,9,10,15,13,15,12,76,59,63,2,0,4,0,58,69,54,56,60,53,47,49,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,784,0,1.0,0,0,1,0,0.96,71.03999999999999
183,76,33,2016,16,3,64.0,64.0,67,58.0,45,64,55,55.0,60,33,61,64.0,69,72,58,62,68,67,57,71,71,57,84,66,65,56,42,61,65,60,14,12,12,16,14,14,63,61,61,0,0,0,0,54,49,38,53,51,52,50,54,48,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1089,1,0.0,0,0,0,1,0.76,48.64
191,85,28,2016,21,3,64.0,64.0,46,41.0,65,56,29,45.0,41,31,59,57.0,54,54,56,63,44,67,73,55,83,46,62,64,31,49,53,60,63,64,16,12,6,6,16,11,63,42,55,0,0,0,0,55,32,62,55,61,64,52,53,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,784,0,0.0,0,0,1,0,0.96,61.44
178,75,19,2016,19,3,76.0,89.0,73,64.0,57,77,72,76.0,74,74,80,80.0,62,64,73,76,76,84,66,72,61,79,66,69,64,78,75,64,72,69,6,8,10,14,12,10,68,71,79,0,0,0,0,52,46,51,60,53,47,53,50,61,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,361,0,13.0,1,0,0,0,1.0,76.0
180,74,32,2016,14,2,73.0,73.0,71,69.0,70,78,68,73.0,73,71,78,74.0,65,68,71,73,72,73,70,70,70,72,74,70,66,72,78,67,71,60,6,16,16,15,9,12,67,69,76,0,2,3,0,58,55,52,48,64,52,48,51,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1024,1,0.0,0,0,1,0,0.8,58.400000000000006
170,66,23,2015,11,1,64.0,71.0,61,51.0,26,56,54,71.0,49,45,59,68.0,83,78,88,66,91,57,84,52,33,56,41,28,54,51,44,25,26,27,14,6,7,11,8,9,27,54,59,0,0,0,0,69,44,58,56,52,61,38,49,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,529,0,7.0,0,1,0,0,1.0,64.0
165,70,22,2016,1,0,69.0,75.0,39,58.0,52,70,57,75.0,63,46,65,71.0,79,77,76,68,91,78,55,62,62,64,59,57,61,70,37,34,45,43,13,10,10,7,9,10,45,64,69,0,1,0,0,48,40,43,43,58,39,44,41,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,484,0,6.0,0,1,0,0,1.0,69.0
193,92,27,2016,9,2,74.0,76.0,11,13.0,12,19,11,12.0,13,12,26,17.0,28,28,33,69,30,24,57,39,64,15,30,22,12,42,22,14,10,11,78,71,64,74,78,73,14,15,26,0,0,1,0,68,65,55,68,80,72,59,66,65,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,729,0,2.0,0,1,0,0,1.0,74.0
196,82,28,2015,29,4,74.0,74.0,16,12.0,12,36,24,17.0,14,13,34,18.0,55,55,38,72,34,44,55,37,69,16,35,22,17,39,24,12,16,16,72,76,71,76,76,74,17,24,32,0,0,1,0,50,39,54,55,64,28,54,58,47,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,784,0,0.0,0,0,1,0,0.96,71.03999999999999
178,73,30,2016,22,4,72.0,72.0,67,56.0,64,75,75,71.0,68,74,73,73.0,67,69,68,74,68,85,70,77,69,79,69,73,71,68,68,65,68,65,13,7,11,6,14,10,68,72,72,3,2,7,0,64,52,68,66,45,23,27,47,53,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,900,0,0.0,0,0,1,0,0.88,63.36
175,71,21,2016,2,0,70.0,80.0,69,40.0,49,73,37,66.0,67,65,68,68.0,80,79,80,73,71,70,64,75,65,68,65,65,60,60,51,66,64,74,7,13,10,7,13,10,67,52,67,0,0,0,0,69,55,53,65,66,54,60,57,54,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,441,0,10.0,1,0,0,0,1.0,70.0
185,86,24,2015,4,1,65.0,71.0,45,66.0,71,61,59,58.0,43,38,43,63.0,59,66,57,58,62,71,64,61,83,66,57,32,68,52,63,25,25,25,6,7,6,8,8,7,27,66,55,0,0,0,0,47,41,54,54,63,64,47,44,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,576,0,6.0,0,1,0,0,1.0,65.0
183,74,22,2016,22,3,77.0,83.0,64,77.0,54,77,77,78.0,73,59,76,79.0,73,67,76,77,70,86,52,76,62,84,62,70,78,77,59,57,65,64,11,9,11,10,10,10,64,79,77,3,2,4,0,68,45,57,69,66,50,66,46,55,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,484,0,6.0,0,1,0,0,1.0,77.0
185,83,33,2016,29,4,81.0,81.0,63,86.0,85,73,87,69.0,73,64,44,75.0,65,67,65,85,62,86,77,68,77,78,65,27,86,61,61,20,33,23,7,12,6,9,11,9,26,86,63,12,3,2,0,58,43,42,64,61,37,55,59,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1089,1,0.0,0,0,0,1,0.76,61.56
191,78,29,2016,35,4,78.0,78.0,30,34.0,82,69,29,38.0,30,29,65,66.0,49,54,50,78,56,52,68,74,82,32,73,80,36,55,30,82,81,78,6,10,15,7,9,9,80,38,64,5,1,7,0,61,45,67,67,69,50,36,34,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,841,0,0.0,0,0,1,0,0.92,71.76
178,70,29,2015,13,1,69.0,69.0,68,51.0,47,67,58,72.0,50,53,57,69.0,77,90,91,62,77,53,49,63,59,40,30,21,64,70,51,25,25,21,13,11,15,9,8,11,23,57,66,3,0,5,0,64,44,50,49,53,46,46,44,49,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,841,0,0.0,0,0,1,0,0.92,63.48
178,77,28,2016,14,3,73.0,74.0,80,45.0,54,73,60,69.0,76,73,70,73.0,77,78,74,76,73,70,76,78,65,66,68,63,66,65,56,71,73,76,6,10,15,9,11,10,71,60,70,0,0,1,0,60,43,53,49,40,44,55,62,47,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,784,0,1.0,0,0,1,0,0.96,70.08
180,75,23,2015,3,0,58.0,63.0,63,24.0,45,59,29,59.0,20,24,58,62.0,68,56,63,43,63,48,73,55,60,27,41,65,49,34,30,64,63,59,13,10,9,7,11,10,63,38,53,0,0,0,0,50,36,61,48,58,59,60,62,47,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,529,0,5.0,0,1,0,0,1.0,58.0
188,85,30,2015,3,0,66.0,66.0,33,32.0,68,58,33,36.0,44,49,55,53.0,33,32,41,63,43,56,56,60,78,42,66,70,29,43,45,66,67,63,9,16,8,16,11,12,67,38,52,0,0,0,0,52,32,50,50,53,54,43,44,50,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,900,0,0.0,0,0,1,0,0.88,58.08
178,77,27,2015,27,4,81.0,83.0,81,65.0,67,77,64,78.0,42,35,70,77.0,79,80,77,81,74,75,72,90,73,68,78,77,76,70,60,83,84,84,5,15,10,13,7,10,82,70,74,1,3,4,0,43,45,40,39,33,63,52,58,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,729,0,2.0,0,1,0,0,1.0,81.0
183,82,28,2016,7,1,74.0,75.0,70,72.0,46,74,71,79.0,70,70,63,76.0,81,79,76,73,74,74,70,73,73,68,73,20,72,66,58,19,26,22,7,12,12,13,11,11,22,72,70,1,1,2,0,51,41,38,47,58,40,48,42,55,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,784,0,1.0,0,0,1,0,0.96,71.03999999999999
193,80,28,2016,3,0,67.0,68.0,21,16.0,22,23,24,16.0,18,17,24,14.0,32,37,50,75,56,20,63,20,66,21,39,25,13,39,19,18,22,15,69,59,56,64,73,64,20,18,25,0,0,0,0,61,49,66,67,64,55,38,49,46,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,784,0,1.0,0,0,1,0,0.96,64.32
180,69,31,2015,23,3,59.0,59.0,60,57.0,46,58,35,60.0,49,33,61,61.0,71,65,65,48,64,58,60,61,52,55,75,59,58,59,48,53,61,63,9,6,12,14,6,9,59,52,60,0,0,0,0,54,49,38,53,51,52,50,54,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,961,1,0.0,0,0,1,0,0.84,49.559999999999995
196,85,26,2015,1,0,62.0,65.0,25,25.0,25,25,25,25.0,25,25,25,25.0,55,57,49,67,35,31,67,56,71,25,64,21,25,31,30,25,25,25,61,60,64,55,69,62,24,27,27,0,0,0,0,47,47,48,32,61,65,50,44,52,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,676,0,3.0,0,1,0,0,1.0,62.0
191,80,28,2016,29,4,75.0,75.0,74,48.0,79,68,40,68.0,64,46,65,70.0,71,76,55,71,53,64,72,82,78,49,90,76,63,55,67,69,77,80,16,12,16,6,9,12,75,54,64,0,3,9,0,56,55,63,68,66,58,63,47,73,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,784,0,0.0,0,0,1,0,0.96,72.0
185,73,24,2016,6,1,72.0,77.0,67,70.0,68,59,78,73.0,49,39,47,75.0,75,81,72,73,59,76,56,75,73,66,75,23,69,58,63,25,27,40,12,12,16,16,9,13,29,73,60,0,0,0,0,55,35,55,62,65,39,25,56,39,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,576,0,5.0,0,1,0,0,1.0,72.0
188,84,28,2015,29,3,74.0,75.0,40,56.0,72,73,45,51.0,74,73,81,68.0,49,52,56,69,46,82,65,82,81,50,80,76,37,53,75,74,78,67,6,13,13,16,15,13,74,55,69,0,0,6,0,57,50,59,61,63,51,48,45,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,784,0,1.0,0,0,1,0,0.96,71.03999999999999
185,76,23,2015,18,3,72.0,76.0,61,33.0,71,64,31,54.0,53,54,59,62.0,73,75,57,68,54,52,74,76,73,38,81,72,49,40,47,68,74,79,9,12,11,8,12,10,73,41,56,0,0,6,0,62,51,52,59,55,52,37,56,49,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,529,0,4.0,0,1,0,0,1.0,72.0
185,76,33,2016,27,2,77.0,77.0,87,68.0,71,85,55,78.0,81,73,82,83.0,60,64,58,85,64,73,60,64,62,81,57,53,77,84,84,15,26,25,12,6,7,15,7,9,30,68,84,3,3,3,0,60,52,50,54,60,52,49,53,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1089,1,0.0,0,0,0,1,0.76,58.52
191,80,23,2016,2,0,61.0,71.0,41,37.0,62,59,33,35.0,35,42,61,61.0,51,67,58,63,37,45,63,67,74,34,66,58,39,55,54,58,63,62,14,14,14,11,13,13,60,39,59,0,0,1,0,35,46,35,37,51,58,49,45,53,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,529,0,10.0,0,1,0,0,1.0,61.0
178,73,20,2016,29,4,71.0,81.0,69,69.0,49,60,60,79.0,63,45,49,73.0,92,85,86,56,64,74,44,66,49,67,67,24,63,58,45,21,29,35,7,14,7,14,6,10,27,66,60,8,3,3,0,57,40,48,53,37,71,60,58,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,400,0,10.0,1,0,0,0,1.0,71.0
178,70,27,2016,26,4,65.0,66.0,67,33.0,63,65,44,64.0,53,46,55,66.0,71,68,69,67,75,59,77,64,64,57,70,59,60,56,49,66,60,68,12,15,16,13,16,14,63,49,61,1,2,6,0,33,32,40,45,42,64,47,44,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,729,0,1.0,0,1,0,0,1.0,65.0
183,75,22,2015,2,0,60.0,66.0,37,24.0,61,35,23,52.0,30,29,38,35.0,69,70,44,58,57,29,73,61,71,28,66,57,43,39,39,60,65,61,14,13,8,13,7,11,61,30,37,0,0,0,0,62,52,48,47,49,40,37,48,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,484,0,6.0,0,1,0,0,1.0,60.0
193,89,27,2015,14,2,70.0,72.0,42,74.0,77,54,69,65.0,53,48,43,62.0,53,63,47,70,34,76,66,72,91,50,76,25,74,59,71,25,22,20,10,7,10,10,10,9,23,73,55,0,0,0,0,59,56,52,47,53,39,46,49,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,729,0,2.0,0,1,0,0,1.0,70.0
185,78,27,2015,7,1,60.0,62.0,36,26.0,62,66,31,47.0,35,44,61,53.0,56,55,52,46,56,53,59,66,68,28,56,63,34,46,47,62,61,57,14,9,5,5,8,8,61,36,57,0,0,0,0,52,32,53,50,52,50,46,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,729,0,2.0,0,1,0,0,1.0,60.0
188,86,29,2016,29,4,82.0,82.0,68,60.0,83,75,52,66.0,58,73,74,74.0,69,72,68,80,55,86,80,79,81,68,83,83,65,62,68,81,85,81,6,10,9,12,7,9,82,66,71,0,0,5,0,47,46,40,41,41,63,63,54,56,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,841,0,0.0,0,0,1,0,0.92,75.44
175,67,20,2015,3,0,71.0,81.0,72,62.0,51,70,55,80.0,69,46,62,78.0,87,85,79,55,79,70,45,65,45,55,33,28,60,57,59,30,29,31,15,6,10,10,7,10,30,62,67,1,1,1,0,58,45,49,47,54,46,41,39,51,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,400,0,10.0,1,0,0,0,1.0,71.0
175,73,30,2016,5,1,75.0,75.0,77,53.0,56,73,63,76.0,72,62,71,74.0,88,87,79,73,80,87,73,90,69,76,75,66,70,59,67,71,76,75,7,11,15,7,6,9,72,68,69,1,0,0,0,68,54,63,69,68,52,40,57,57,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,900,0,0.0,0,0,1,0,0.88,66.0
178,77,29,2016,6,2,82.0,83.0,45,85.0,72,75,81,85.0,78,70,64,81.0,91,94,70,79,70,80,83,94,66,75,64,28,85,77,78,33,38,36,11,14,12,5,11,11,34,83,74,2,0,0,0,68,27,47,71,54,66,36,57,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,841,0,1.0,0,0,1,0,0.92,75.44
183,69,25,2016,31,3,67.0,70.0,64,39.0,54,57,39,62.0,54,39,60,59.0,68,74,67,60,69,63,85,75,70,56,75,72,45,46,49,61,72,69,14,11,11,6,15,11,68,47,56,0,3,6,0,43,36,57,46,50,38,42,49,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,625,0,3.0,0,1,0,0,1.0,67.0
178,79,28,2016,17,3,71.0,73.0,69,67.0,68,68,58,72.0,69,46,68,70.0,90,88,73,70,68,82,85,86,71,74,55,54,59,61,71,45,47,35,7,11,13,15,8,11,45,66,67,0,0,0,0,57,50,40,59,70,67,50,58,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,784,0,2.0,0,0,1,0,0.96,68.16
191,88,32,2015,15,4,69.0,69.0,15,10.0,10,32,14,11.0,12,18,20,24.0,41,41,39,61,44,13,59,27,74,14,26,25,18,38,14,14,18,14,69,68,65,72,70,69,18,14,29,0,0,0,0,63,40,39,64,53,52,36,39,64,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1024,1,0.0,0,0,1,0,0.8,55.2
178,72,23,2016,30,3,73.0,81.0,64,69.0,63,76,49,77.0,65,54,70,75.0,78,76,81,75,72,74,70,72,71,71,68,67,68,77,57,56,62,55,14,9,15,9,13,12,60,65,75,2,4,7,0,63,70,56,52,55,46,39,41,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,529,0,8.0,0,1,0,0,1.0,73.0
